business_id	name	address	city	state	postal_code	stars	review_count	is_open	categories	longitude	latitude
TZILpUd7Ag5HpdatXhiJbw	McDonald's	9192 Pearl Rd	Strongsville	OH	44136	2.5	3	1	Food, Coffee & Tea, Burgers, Restaurants, Fast Food	-81.8278438552	41.3426706761
fPivHoeKNFhPKZEKFeoIHg	Wendy's	2237 Noblestown	Pittsburgh	PA	15205	1.5	7	1	Restaurants, Fast Food, Burgers	-80.0532027	40.4290341
_omjGkkkddnKVWG3Uua9Kw	Five Guys	8234 Greenway Blvd	Middleton	WI	53562	3	51	1	Fast Food, Restaurants, Burgers, Hot Dogs	-89.5241067527	43.0906280441
mqUnwFYapb-on4v6n3wGlg	McDonald's	1720 W Exchange St	Akron	OH	44313	2	5	1	Fast Food, Restaurants, Burgers, Food, Coffee & Tea	-81.568785	41.108264
B26WnE0wZ_ZORFMmo9QL1g	Wendy's	13939 Euclid Ave.	Cleveland	OH	44112	2	3	1	Restaurants, Fast Food, Burgers	-81.5858516	41.5270773
NLOnd0990Aku1U8i3nxKgw	McDonald's	7195 Aurora Rd	Aurora	OH	44202	2.5	18	1	Food, Restaurants, Fast Food, Burgers, Coffee & Tea	-81.3858094811	41.3527228
fIB2hpMHSJEj8iCE5qbDuw	Wendy's	1705 Pinehollow Rd	Mckees Rocks	PA	15136	2	4	1	Restaurants, Burgers, Fast Food, Hot Dogs	-80.099449	40.4755186
Y4UYb1fgs7bLbSp08amiBw	Wendy's	3990 William Penn Highway	Monroeville	PA	15146	2	15	1	Fast Food, Restaurants, Burgers	-79.7718231	40.4381216
DysXlYb_WVlksoip8atIvQ	McDonald's	906 Bloomington Rd	Champaign	IL	61821	1	20	1	Restaurants, Fast Food, Coffee & Tea, Burgers, Food	-88.2595691326	40.1335154552
MkLlb2944GtK07wy9u_wbA	McDonald's	4214 Brownsville Rd	Brentwood	PA	15227	1	24	1	Restaurants, Food, Burgers, Coffee & Tea, Fast Food	-79.9838682137	40.3646352888
1N1pVa5SYqzopS0wvlAavw	Burger King	5725 Heisley Rd	Mentor	OH	44060	1	10	1	Burgers, Restaurants, Fast Food	-81.2998376	41.7151564
K04Pbn_5-xNidh0-xkI9vw	Five Guys	324 McHolme Dr	Pittsburgh	PA	15275	4	50	1	Restaurants, Fast Food, Burgers, American (New)	-80.1748956	40.4487065
lebZM1I1gTuAzRfIBNSgdw	McDonald's	5250 Detroit Rd	Elyria	OH	44035	2	21	1	Fast Food, Restaurants, Coffee & Tea, Burgers, Food	-82.0779334084	41.4252095527
W39f_7mEdphd-wzGwgPxow	McDonald's	5867 Wooster Pike	Medina	OH	44256	3	13	1	Restaurants, Coffee & Tea, Fast Food, Burgers, Food	-81.8635256588	41.1140571429
gB7X5o33o6W_rAGgHunSCA	McDonald's	4849 Mcknight Rd	Pittsburgh	PA	15237	2	10	1	Fast Food, Restaurants, Coffee & Tea, Food, Burgers	-80.008328	40.528601
Y-vxPbvPKcaLiYa9ZBXoDg	McDonald's	505 Smithfield St	Pittsburgh	PA	15219	1.5	24	0	Restaurants, Burgers, Hot Dogs, Food, Coffee & Tea, Fast Food	-79.9986369	40.4404327
